Filename,Actual Class,Predicted Class,Confidence
ls01_20230512_194500_s_51.wav,notavogel,notavogel,0.7251181602478027
ls01_20230513_000000_s_44.wav,notavogel,notavogel,0.8034239411354065
ls01_20230513_140000_s_17.wav,notavogel,notavogel,0.6249568462371826
ls01_20230514_010000_s_5.wav,notavogel,notavogel,0.8985390663146973
ls01_20230515_003000_s_37.wav,notavogel,notavogel,0.7000550031661987
ls01_20230515_004500_s_31.wav,notavogel,notavogel,0.803246021270752
ls01_20230515_061500_s_53.wav,notavogel,notavogel,0.7830842733383179
ls01_20230517_080000_s_24.wav,notavogel,notavogel,0.6492442488670349
ls01_20230517_104500_s_23.wav,notavogel,notavogel,0.6081061363220215
ls01_20230517_111500_s_37.wav,notavogel,notavogel,0.6522558927536011
ls01_20230517_191500_s_47.wav,notavogel,notavogel,0.7547359466552734
ls01_20230518_001500_s_21.wav,notavogel,notavogel,0.7624379992485046
ls01_20230518_030000_s_14.wav,notavogel,notavogel,0.7483386397361755
ls01_20230518_061500_s_6.wav,notavogel,notavogel,0.5631162524223328
ls01_20230518_103000_s_7.wav,notavogel,vogel,0.5122857689857483
ls01_20230518_110000_s_53.wav,notavogel,notavogel,0.7526765465736389
ls01_20230518_141500_s_16.wav,notavogel,notavogel,0.816146969795227
ls01_20230518_141500_s_20.wav,notavogel,notavogel,0.8658317923545837
ls01_20230519_013000_s_31.wav,notavogel,notavogel,0.8739698529243469
ls01_20230519_183000_s_3.wav,notavogel,vogel,0.5063653588294983
ls01_20230522_103000_s_31.wav,notavogel,vogel,0.6009914875030518
ls01_20230522_154500_s_9.wav,notavogel,notavogel,0.7179003953933716
ls01_20230523_191500_s_28.wav,notavogel,notavogel,0.5603578090667725
ls01_20230524_050000_sample_28.wav,notavogel,notavogel,0.6413353681564331
ls01_20230524_184500_s_35.wav,notavogel,notavogel,0.8902777433395386
ls01_20230524_214500_s_13.wav,notavogel,notavogel,0.789301872253418
ls01_20230524_230000_s_41.wav,notavogel,vogel,0.5641552805900574
ls01_20230525_113000_s_18.wav,notavogel,notavogel,0.7423142790794373
ls01_20230525_214500_s_51.wav,notavogel,notavogel,0.6369954943656921
ls01_20230525_230000_s_54.wav,notavogel,notavogel,0.6735263466835022
ls01_20230526_064500_s_39.wav,notavogel,vogel,0.535340428352356
ls01_20230526_080000_s_36.wav,notavogel,notavogel,0.5209707021713257
ls01_20230526_084500_s_13.wav,notavogel,vogel,0.6698863506317139
ls01_20230526_124500_s_11.wav,notavogel,notavogel,0.671086847782135
ls01_20230526_204500_s_42.wav,notavogel,notavogel,0.6076016426086426
ls01_20230527_010000_s_34.wav,notavogel,notavogel,0.6449064612388611
ls01_20230528_010000_s_46.wav,notavogel,notavogel,0.6431694030761719
ls01_20230528_020000_s_32.wav,notavogel,notavogel,0.7345547676086426
ls01_20230528_133000_s_6.wav,notavogel,vogel,0.6010876893997192
ls01_20230528_200000_s_30.wav,notavogel,notavogel,0.6286661028862
ls01_20230528_213000_s_20.wav,notavogel,notavogel,0.7148990035057068
ls01_20230528_233000_s_20.wav,notavogel,notavogel,0.6712202429771423
ls01_20230529_014500_s_55.wav,notavogel,notavogel,0.7557974457740784
ls01_20230529_150000_s_27.wav,notavogel,vogel,0.716900110244751
ls01_20230529_150000_s_28.wav,notavogel,vogel,0.6518135070800781
ls01_20230529_230000_s_42.wav,notavogel,notavogel,0.5264580249786377
ls01_20230530_001500_s_17.wav,notavogel,notavogel,0.6872844099998474
ls01_20230530_084500_s_12.wav,notavogel,vogel,0.503958523273468
ls01_20230530_094500_s_13.wav,notavogel,notavogel,0.6354689002037048
ls01_20230530_171500_s_56.wav,notavogel,vogel,0.5955018997192383
ls01_20230531_120000_s_45.wav,notavogel,notavogel,0.6596551537513733
ls01_20230531_133000_s_14.wav,notavogel,vogel,0.5673225522041321
ls01_20230601_020000_s_53.wav,notavogel,notavogel,0.899914026260376
ls01_20230601_191500_s_26.wav,notavogel,notavogel,0.6638166904449463
ls01_20230602_120000_s_50.wav,notavogel,notavogel,0.6585155129432678
ls01_20230602_133000_s_11.wav,notavogel,notavogel,0.5077669620513916
ls01_20230602_170000_s_0.wav,notavogel,vogel,0.5837180614471436
ls01_20230606_210000_s_25.wav,notavogel,notavogel,0.6332679986953735
ls01_20230606_223000_s_44.wav,notavogel,notavogel,0.7835176587104797
ls01_20230607_171500_s_21.wav,notavogel,vogel,0.5342206954956055
ls01_20230607_190000_s_16.wav,notavogel,vogel,0.6117473840713501
ls01_20230607_214500_s_15.wav,notavogel,notavogel,0.6844663023948669
ls01_20230608_114500_s_30.wav,notavogel,notavogel,0.7942094206809998
ls01_20230611_133000_s_13.wav,notavogel,notavogel,0.5826478004455566
ls01_20230612_003000_s_55.wav,notavogel,notavogel,0.7391486763954163
ls01_20230612_083000_s_10.wav,notavogel,notavogel,0.5569673776626587
ls01_20230613_124500_s_27.wav,notavogel,notavogel,0.6314513087272644
ls01_20230614_020000_s_17.wav,notavogel,notavogel,0.7424532175064087
ls01_20230614_153000_s_0.wav,notavogel,vogel,0.5141392350196838
ls01_20230615_010000_s_39.wav,notavogel,notavogel,0.7976291179656982
ls01_20230617_064500_s_18.wav,notavogel,vogel,0.5394184589385986
ls01_20230618_013000_s_16.wav,notavogel,notavogel,0.6911570429801941
ls01_20230618_203000_s_40.wav,notavogel,notavogel,0.6118165254592896
ls01_20230619_053000_s_43.wav,notavogel,vogel,0.7345252633094788
ls01_20230619_100000_s_31.wav,notavogel,vogel,0.5627110600471497
ls01_20230619_223000_s_53.wav,notavogel,notavogel,0.7998048663139343
ls01_20230620_194500_s_26.wav,notavogel,vogel,0.6310634016990662
ls01_20230623_054500_s_44.wav,notavogel,vogel,0.5245029330253601
ls01_20230623_074500_s_11.wav,notavogel,notavogel,0.5449596643447876
ls01_20230623_214500_s_18.wav,notavogel,vogel,0.5505466461181641
ls01_20230623_223000_s_40.wav,notavogel,notavogel,0.6311730146408081
ls01_20230625_113000_s_41.wav,notavogel,vogel,0.5514748692512512
ls01_20230625_124500_s_31.wav,notavogel,notavogel,0.5507256984710693
ls01_20230625_193000_s_20.wav,notavogel,vogel,0.5058336853981018
ls01_20230625_220000_s_46.wav,notavogel,notavogel,0.7614322304725647
ls01_20230626_100000_s_43.wav,notavogel,notavogel,0.718470573425293
ls01_20230626_181500_s_46.wav,notavogel,notavogel,0.7635912895202637
ls01_20230627_164500_s_30.wav,notavogel,notavogel,0.6082184910774231
ls01_20230627_191500_s_27.wav,notavogel,notavogel,0.6508452892303467
ls01_20230628_071500_s_6.wav,notavogel,notavogel,0.5724838972091675
ls01_20230628_160000_s_16.wav,notavogel,vogel,0.520875096321106
ls01_20230628_161500_s_52.wav,notavogel,vogel,0.5104171633720398
ls01_20230628_183000_s_44.wav,notavogel,notavogel,0.8157106637954712
ls01_20230630_000000_s_46.wav,notavogel,notavogel,0.7663309574127197
ls01_20230630_191500_s_42.wav,notavogel,notavogel,0.6685635447502136
ls01_20230701_020000_s_13.wav,notavogel,notavogel,0.671463668346405
ls01_20230701_093000_s_54.wav,notavogel,notavogel,0.54429692029953
ls01_20230702_224500_s_8.wav,notavogel,notavogel,0.5095447897911072
ls01_20230703_124500_s_9.wav,notavogel,notavogel,0.9002017378807068
ls01_20230704_083000_s_55.wav,notavogel,vogel,0.6100667119026184
ls01_20230704_210000_s_8.wav,notavogel,notavogel,0.8218149542808533
ls01_20230705_203000_s_30.wav,notavogel,notavogel,0.753300130367279
ls01_20230705_210000_s_24.wav,notavogel,notavogel,0.5733967423439026
ls01_20230706_101500_s_49.wav,notavogel,notavogel,0.6562648415565491
ls01_20230707_114500_s_47.wav,notavogel,notavogel,0.6919937133789062
ls01_20230707_234500_s_26.wav,notavogel,notavogel,0.7521468997001648
ls01_20230708_011500_s_22.wav,notavogel,notavogel,0.8891045451164246
ls01_20230708_140000_s_40.wav,notavogel,notavogel,0.646184504032135
ls01_20230709_023000_s_56.wav,notavogel,notavogel,0.7368494272232056
ls01_20230709_060000_s_54.wav,notavogel,notavogel,0.8785622119903564
ls01_20230709_071500_s_52.wav,notavogel,notavogel,0.8018720746040344
ls01_20230709_150000_s_41.wav,notavogel,notavogel,0.6329184174537659
ls01_20230709_153000_s_36.wav,notavogel,vogel,0.508169412612915
ls01_20230709_231500_s_5.wav,notavogel,notavogel,0.7893750071525574
ls01_20230710_104500_s_39.wav,notavogel,notavogel,0.7791953086853027
ls01_20230710_130000_s_53.wav,notavogel,notavogel,0.6917071342468262
ls01_20230711_030000_s_53.wav,notavogel,notavogel,0.7194898128509521
ls01_20230711_113000_s_51.wav,notavogel,notavogel,0.780705451965332
ls01_20230711_200000_s_13.wav,notavogel,notavogel,0.5359169244766235
ls01_20230711_210000_s_0.wav,notavogel,notavogel,0.6209571361541748
ls01_20230712_183000_s_55.wav,notavogel,notavogel,0.5671490430831909
ls01_20230715_071500_s_34.wav,notavogel,notavogel,0.7156662344932556
ls01_20230715_081500_s_30.wav,notavogel,notavogel,0.7582608461380005
ls01_20230715_220000_s_15.wav,notavogel,notavogel,0.7640679478645325
ls01_20230717_163000_s_44.wav,notavogel,notavogel,0.6148812174797058
ls01_20230718_181500_s_3.wav,notavogel,notavogel,0.6346762180328369
ls01_20230718_204500_s_33.wav,notavogel,notavogel,0.76885986328125
ls01_20230719_161500_s_43.wav,notavogel,vogel,0.6841422319412231
ls01_20230719_211500_s_53.wav,notavogel,notavogel,0.806053638458252
ls01_20230720_130000_s_45.wav,notavogel,notavogel,0.6744788885116577
ls01_20230721_071500_s_33.wav,notavogel,notavogel,0.5390515327453613
ls01_20230721_230000_s_50.wav,notavogel,notavogel,0.8327877521514893
ls01_20230723_013000_s_24.wav,notavogel,notavogel,0.6672936081886292
ls01_20230723_180000_s_44.wav,notavogel,notavogel,0.6803279519081116
ls01_20230724_151500_s_8.wav,notavogel,notavogel,0.8703863024711609
ls01_20230725_020000_s_48.wav,notavogel,notavogel,0.6201099753379822
ls01_20230725_131500_s_4.wav,notavogel,vogel,0.5373579263687134
ls01_20230725_204500_s_34.wav,notavogel,notavogel,0.5966732501983643
ls01_20230726_033000_s_36.wav,notavogel,vogel,0.6291869878768921
ls01_20230727_000000_s_19.wav,notavogel,notavogel,0.7421599626541138
ls01_20230727_143000_s_47.wav,notavogel,notavogel,0.6195875406265259
ls01_20230727_224500_s_8.wav,notavogel,notavogel,0.6556525826454163
ls01_20230728_080000_s_17.wav,notavogel,notavogel,0.8137252926826477
ls01_20230728_131500_s_25.wav,notavogel,vogel,0.8293731212615967
ls01_20230728_143000_s_23.wav,notavogel,notavogel,0.59194016456604
ls01_20230729_070000_s_12.wav,notavogel,notavogel,0.6017428040504456
ls01_20230729_084500_s_18.wav,notavogel,vogel,0.6335868239402771
ls01_20230729_210000_s_49.wav,notavogel,vogel,0.6119804382324219
ls01_20230730_010000_s_49.wav,notavogel,notavogel,0.8071044683456421
ls01_20230730_184500_s_19.wav,notavogel,notavogel,0.8210445642471313
ls01_20230731_200000_s_23.wav,notavogel,notavogel,0.7183112502098083
ls01_20230731_203000_s_42.wav,notavogel,notavogel,0.787619948387146
ls01_20230731_231500_s_11.wav,notavogel,notavogel,0.8219289183616638
ls01_20230801_031500_s_18.wav,notavogel,notavogel,0.7675199508666992
ls01_20230801_140000_s_11.wav,notavogel,notavogel,0.8907637596130371
ls01_20230801_181500_s_32.wav,notavogel,vogel,0.5101327896118164
ls01_20230802_151500_s_15.wav,notavogel,vogel,0.5872576832771301
ls01_20230803_233000_s_17.wav,notavogel,notavogel,0.7857611775398254
ls01_20230804_143000_s_48.wav,notavogel,notavogel,0.6332846879959106
ls01_20230805_154500_s_54.wav,notavogel,notavogel,0.7076658010482788
ls01_20230806_111500_s_5.wav,notavogel,vogel,0.6185305118560791
ls01_20230807_003000_s_33.wav,notavogel,notavogel,0.5527582764625549
ls01_20230807_080000_s_49.wav,notavogel,notavogel,0.7218481302261353
ls01_20230807_123000_s_45.wav,notavogel,notavogel,0.6883741021156311
ls01_20230807_143000_s_19.wav,notavogel,notavogel,0.712009072303772
ls01_20230807_234500_s_29.wav,notavogel,notavogel,0.7829263210296631
ls01_20230808_134500_s_44.wav,notavogel,notavogel,0.5510672330856323
ls01_20230808_144500_s_21.wav,notavogel,notavogel,0.6314653754234314
ls01_20230808_203000_s_46.wav,notavogel,notavogel,0.6768186092376709
ls01_20230809_024500_s_39.wav,notavogel,notavogel,0.5601452589035034
ls01_20230809_074500_s_56.wav,notavogel,notavogel,0.5188448429107666
ls01_20230810_064500_s_45.wav,notavogel,notavogel,0.576699435710907
ls01_20230810_214500_s_39.wav,notavogel,notavogel,0.5622542500495911
