epoch,accuracy,loss,val_accuracy,val_loss
0,0.5321146249771118,0.8666452765464783,0.5380434989929199,0.8423807621002197
1,0.5849802494049072,0.7872146964073181,0.6086956262588501,0.796367883682251
2,0.6477272510528564,0.7375036478042603,0.64673912525177,0.7172530889511108
3,0.66847825050354,0.7066278457641602,0.6304348111152649,0.7687011957168579
4,0.6758893132209778,0.6895608305931091,0.6630434989929199,0.749970555305481
5,0.6833003759384155,0.6694930195808411,0.64673912525177,0.7714793086051941
6,0.6783596873283386,0.6584559679031372,0.6847826242446899,0.7128109931945801
7,0.7005928754806519,0.6317435503005981,0.6902173757553101,0.6934195160865784
8,0.7183794379234314,0.6192800998687744,0.6847826242446899,0.7280399203300476
9,0.7208498120307922,0.606167197227478,0.72826087474823,0.6569466590881348
10,0.7257905006408691,0.6016045212745667,0.6739130616188049,0.6881667375564575
11,0.7327075004577637,0.5829178690910339,0.7010869383811951,0.6807149052619934
12,0.7460474371910095,0.5624905228614807,0.70652174949646,0.6579800844192505
13,0.768774688243866,0.5374007225036621,0.6413043737411499,0.6404096484184265
14,0.7712450623512268,0.5300703048706055,0.7119565010070801,0.5773494839668274
15,0.7855731248855591,0.5113710761070251,0.7010869383811951,0.6727051138877869
16,0.7747035622596741,0.5070496201515198,0.72826087474823,0.6411647200584412
17,0.7648221254348755,0.5143798589706421,0.695652186870575,0.5885463356971741
18,0.7880434989929199,0.4918569028377533,0.739130437374115,0.5725996494293213
19,0.7969367504119873,0.47862574458122253,0.75,0.580484926700592
20,0.8053359389305115,0.46131303906440735,0.7445651888847351,0.57716304063797
21,0.8028656244277954,0.46760648488998413,0.717391312122345,0.6559674143791199
22,0.8063241243362427,0.4654696583747864,0.7554348111152649,0.6111160516738892
23,0.804347813129425,0.45033684372901917,0.7445651888847351,0.5577200055122375
24,0.8255928754806519,0.4272937476634979,0.717391312122345,0.6184427738189697
25,0.8280632495880127,0.4215920567512512,0.7228260636329651,0.6146232485771179
26,0.8330039381980896,0.4189034402370453,0.7554348111152649,0.5792827606201172
27,0.8399209380149841,0.4153519570827484,0.717391312122345,0.5733256340026855
28,0.8409090638160706,0.38798773288726807,0.7228260636329651,0.6364278197288513
29,0.8512845635414124,0.3836180567741394,0.7119565010070801,0.6434986591339111
30,0.8616600632667542,0.3638387620449066,0.739130437374115,0.6194425821304321
