epoch,accuracy,loss,val_accuracy,val_loss
0,0.6473721861839294,0.6506466269493103,0.6328125,0.6577948331832886
1,0.6512784361839294,0.646152138710022,0.640625,0.6565333604812622
2,0.6519886255264282,0.6386212706565857,0.6640625,0.627622127532959
3,0.6850141882896423,0.6158504486083984,0.70703125,0.579304575920105
4,0.7475141882896423,0.5630795955657959,0.76171875,0.5208481550216675
5,0.8089488744735718,0.4718114733695984,0.828125,0.44107896089553833
6,0.8270596861839294,0.43452712893486023,0.84375,0.40363335609436035
7,0.8348721861839294,0.42015981674194336,0.8203125,0.4294484853744507
8,0.8433948755264282,0.3983905017375946,0.84375,0.41406360268592834
9,0.8412641882896423,0.39357128739356995,0.85546875,0.39994746446609497
10,0.8504971861839294,0.38840657472610474,0.83203125,0.41001975536346436
11,0.8469460010528564,0.38493555784225464,0.8203125,0.4283480644226074
12,0.8412641882896423,0.3913407623767853,0.875,0.3726345896720886
13,0.8522727489471436,0.38033297657966614,0.875,0.33384639024734497
14,0.8586647510528564,0.35587725043296814,0.8515625,0.4052421450614929
15,0.859375,0.3570517301559448,0.84375,0.4036542773246765
16,0.8664772510528564,0.3423236906528473,0.83984375,0.3982775807380676
17,0.8728693127632141,0.33685821294784546,0.8515625,0.36547788977622986
18,0.8739346861839294,0.3272289037704468,0.86328125,0.3759174942970276
19,0.8732244372367859,0.33254310488700867,0.8671875,0.3330153226852417
20,0.8821022510528564,0.31353867053985596,0.87109375,0.33257099986076355
21,0.8909801244735718,0.300099641084671,0.87109375,0.35571908950805664
22,0.8920454382896423,0.2937716543674469,0.87109375,0.33688080310821533
23,0.8955965638160706,0.2955838143825531,0.88671875,0.32800889015197754
24,0.8938210010528564,0.27989527583122253,0.87890625,0.3387680947780609
25,0.8991477489471436,0.2749685049057007,0.8984375,0.3254574239253998
26,0.8980823755264282,0.2717820107936859,0.875,0.35398679971694946
27,0.9048295617103577,0.261775404214859,0.8984375,0.31453031301498413
28,0.9034090638160706,0.25871381163597107,0.8828125,0.374731183052063
29,0.9126420617103577,0.25523218512535095,0.89453125,0.32691943645477295
