Actual Class,Predicted Class,Confidence
laerm,laerm,0.9942060112953186
laerm,laerm,0.998674750328064
laerm,laerm,0.9943066239356995
laerm,laerm,0.9958022236824036
laerm,laerm,0.9831682443618774
laerm,laerm,0.9425519704818726
laerm,laerm,0.9955807328224182
laerm,laerm,0.8947601318359375
laerm,laerm,0.9898573160171509
laerm,laerm,0.9954470992088318
laerm,laerm,0.9963005781173706
laerm,laerm,0.994719386100769
laerm,stille,0.7447054982185364
laerm,laerm,0.9967104196548462
laerm,laerm,0.9933945536613464
laerm,laerm,0.9964319467544556
laerm,stille,0.7084947228431702
laerm,laerm,0.9901474118232727
laerm,laerm,0.9394118785858154
laerm,laerm,0.9970748424530029
laerm,laerm,0.9966195821762085
laerm,laerm,0.9905523061752319
laerm,laerm,0.9959644079208374
laerm,vogel,0.4855569303035736
laerm,laerm,0.993401825428009
laerm,laerm,0.953730046749115
laerm,laerm,0.9971088767051697
laerm,laerm,0.996691107749939
laerm,laerm,0.9979552030563354
laerm,laerm,0.9701144695281982
laerm,laerm,0.9966117739677429
laerm,laerm,0.9984620809555054
laerm,laerm,0.9905258417129517
laerm,laerm,0.9768560528755188
laerm,laerm,0.9449750781059265
laerm,laerm,0.9934146404266357
laerm,laerm,0.9928687214851379
laerm,laerm,0.9953031539916992
laerm,laerm,0.9956747889518738
laerm,laerm,0.9969460368156433
laerm,laerm,0.9979797005653381
laerm,laerm,0.9875988364219666
laerm,laerm,0.9982388019561768
laerm,laerm,0.9922928810119629
laerm,laerm,0.997674286365509
laerm,laerm,0.9925816059112549
laerm,laerm,0.9920908212661743
laerm,vogel,0.6167956590652466
laerm,laerm,0.9980624318122864
laerm,laerm,0.9917210340499878
laerm,laerm,0.9896284341812134
laerm,laerm,0.9967349171638489
laerm,laerm,0.9957860112190247
laerm,laerm,0.9950456619262695
laerm,laerm,0.9044314622879028
laerm,laerm,0.9937897324562073
laerm,laerm,0.9978862404823303
laerm,laerm,0.8297286629676819
laerm,laerm,0.5665698051452637
laerm,laerm,0.991551399230957
laerm,stille,0.44878047704696655
laerm,stille,0.5779719352722168
laerm,laerm,0.6503502726554871
laerm,stille,0.6805948615074158
laerm,vogel,0.5392355918884277
laerm,laerm,0.8357986807823181
laerm,laerm,0.9460629820823669
laerm,laerm,0.9917884469032288
laerm,laerm,0.9978728294372559
laerm,laerm,0.6945613026618958
laerm,laerm,0.9960915446281433
laerm,laerm,0.9924514889717102
laerm,vogel,0.7289571762084961
laerm,laerm,0.9486204385757446
laerm,stille,0.5394464731216431
laerm,stille,0.6667184233665466
laerm,stille,0.9900158047676086
laerm,vogel,0.541741669178009
laerm,vogel,0.43360450863838196
laerm,vogel,0.4845432639122009
laerm,stille,0.9436180591583252
laerm,laerm,0.9932913780212402
laerm,laerm,0.9971289038658142
laerm_vogel,vogel,0.5585852265357971
laerm_vogel,vogel,0.9145784974098206
laerm_vogel,laerm,0.8165792226791382
laerm_vogel,vogel,0.5774688124656677
laerm_vogel,laerm,0.9991801381111145
laerm_vogel,stille,0.733333945274353
laerm_vogel,laerm,0.9957275390625
laerm_vogel,laerm,0.9981312155723572
laerm_vogel,vogel,0.5618246793746948
laerm_vogel,vogel,0.49421268701553345
laerm_vogel,vogel,0.7303969860076904
laerm_vogel,laerm,0.5956853628158569
laerm_vogel,laerm,0.8542420268058777
laerm_vogel,laerm,0.9984519481658936
laerm_vogel,stille,0.8999165296554565
laerm_vogel,laerm,0.7184561491012573
laerm_vogel,stille,0.776253879070282
laerm_vogel,laerm,0.9961634874343872
laerm_vogel,vogel,0.8461374044418335
laerm_vogel,laerm,0.8591712713241577
laerm_vogel,laerm,0.9953551292419434
laerm_vogel,laerm,0.9542292952537537
laerm_vogel,laerm,0.9921538233757019
laerm_vogel,laerm,0.9980244636535645
laerm_vogel,laerm,0.9863731861114502
laerm_vogel,laerm,0.9931382536888123
laerm_vogel,vogel,0.8239438533782959
laerm_vogel,laerm,0.994763195514679
laerm_vogel,laerm,0.9963422417640686
laerm_vogel,laerm,0.9756297469139099
laerm_vogel,laerm,0.9935919642448425
laerm_vogel,vogel,0.6225516200065613
laerm_vogel,vogel,0.9295621514320374
laerm_vogel,laerm,0.9980757236480713
laerm_vogel,laerm,0.9662265777587891
laerm_vogel,laerm,0.9914413690567017
laerm_vogel,laerm,0.9544960856437683
laerm_vogel,laerm,0.4384787976741791
laerm_vogel,laerm,0.9985563158988953
laerm_vogel,laerm,0.9889828562736511
laerm_vogel,laerm,0.5748549699783325
laerm_vogel,stille,0.8151875138282776
laerm_vogel,laerm,0.8579866886138916
laerm_vogel,vogel,0.9902331829071045
laerm_vogel,vogel,0.47697895765304565
laerm_vogel,laerm,0.9988020658493042
laerm_vogel,laerm,0.9987059831619263
laerm_vogel,laerm,0.9933667778968811
laerm_vogel,laerm,0.9817885160446167
laerm_vogel,laerm,0.9985244870185852
laerm_vogel,laerm,0.8819469809532166
laerm_vogel,vogel,0.49101462960243225
laerm_vogel,laerm,0.9918050765991211
laerm_vogel,vogel,0.940823495388031
laerm_vogel,stille,0.8845567107200623
laerm_vogel,laerm,0.9600473642349243
laerm_vogel,stille,0.6096164584159851
laerm_vogel,vogel,0.714620053768158
laerm_vogel,laerm,0.9965863227844238
laerm_vogel,vogel,0.9988294243812561
laerm_vogel,stille,0.9695562124252319
laerm_vogel,stille,0.9629746675491333
laerm_vogel,laerm,0.9820951819419861
laerm_vogel,laerm,0.9920893907546997
laerm_vogel,laerm,0.8286805152893066
laerm_vogel,laerm,0.9746232628822327
laerm_vogel,laerm,0.6298556923866272
laerm_vogel,laerm,0.9978785514831543
laerm_vogel,laerm,0.972593367099762
laerm_vogel,laerm,0.9233644604682922
laerm_vogel,laerm,0.9968241453170776
laerm_vogel,laerm,0.9950125813484192
laerm_vogel,vogel,0.9886839985847473
laerm_vogel,vogel,0.8319141268730164
laerm_vogel,vogel,0.8643735647201538
laerm_vogel,laerm,0.8702969551086426
laerm_vogel,laerm,0.9952210783958435
laerm_vogel,vogel,0.8927283883094788
laerm_vogel,stille,0.9602457284927368
laerm_vogel,stille,0.9976680874824524
laerm_vogel,laerm,0.7287111282348633
laerm_vogel,laerm,0.9774467349052429
laerm_vogel,laerm,0.9942399263381958
laerm_vogel,laerm,0.33652758598327637
laerm_vogel,laerm,0.9833176136016846
laerm_vogel,laerm,0.9962557554244995
laerm_vogel,laerm,0.9996259212493896
laerm_vogel,laerm,0.9907350540161133
laerm_vogel,laerm,0.9941633343696594
laerm_vogel,laerm,0.9907792806625366
laerm_vogel,laerm,0.9412255883216858
laerm_vogel,laerm,0.5552825331687927
laerm_vogel,laerm,0.9751873016357422
laerm_vogel,laerm,0.9992846846580505
laerm_vogel,stille,0.43235766887664795
laerm_vogel,laerm,0.9966341853141785
laerm_vogel,laerm,0.6754574775695801
laerm_vogel,laerm,0.9877479076385498
laerm_vogel,laerm,0.9960340857505798
laerm_vogel,laerm,0.7256616353988647
laerm_vogel,vogel,0.6947199702262878
laerm_vogel,laerm,0.9979999661445618
laerm_vogel,laerm,0.9811893701553345
laerm_vogel,stille,0.5845531821250916
laerm_vogel,laerm,0.9907127022743225
laerm_vogel,laerm,0.9878920316696167
laerm_vogel,stille,0.46679097414016724
laerm_vogel,laerm,0.9944705963134766
laerm_vogel,laerm,0.8391462564468384
laerm_vogel,laerm,0.9922469854354858
laerm_vogel,laerm,0.5187153220176697
laerm_vogel,laerm,0.9911914467811584
laerm_vogel,laerm,0.9907611012458801
laerm_vogel,vogel,0.9215711951255798
laerm_vogel,natur,0.7648786306381226
laerm_vogel,laerm,0.9883450269699097
laerm_vogel,stille,0.6785153150558472
laerm_vogel,laerm,0.9946480393409729
laerm_vogel,laerm,0.9984478950500488
laerm_vogel,stille,0.9524214267730713
laerm_vogel,laerm,0.9957862496376038
laerm_vogel,laerm,0.9977363348007202
laerm_vogel,laerm,0.9967530369758606
laerm_vogel,laerm,0.9909716844558716
laerm_vogel,laerm,0.9992886781692505
laerm_vogel,laerm,0.9970640540122986
laerm_vogel,laerm,0.9945123195648193
laerm_vogel,vogel,0.4915965795516968
laerm_vogel,laerm,0.9992371797561646
laerm_vogel,vogel,0.5567315816879272
laerm_vogel,laerm,0.9781073927879333
laerm_vogel,laerm,0.9220848679542542
laerm_vogel,laerm,0.9973801970481873
laerm_vogel,laerm,0.9985425472259521
laerm_vogel,laerm,0.941663920879364
laerm_vogel,laerm,0.99460369348526
laerm_vogel,laerm,0.9925844073295593
laerm_vogel,laerm,0.9961302280426025
laerm_vogel,laerm,0.9852113723754883
laerm_vogel,laerm,0.9973885416984558
laerm_vogel,laerm,0.9961848855018616
laerm_vogel,laerm,0.9918704032897949
laerm_vogel,vogel,0.4737447202205658
laerm_vogel,laerm,0.986199140548706
laerm_vogel,laerm,0.9977438449859619
laerm_vogel,laerm,0.990780770778656
laerm_vogel,laerm,0.382750540971756
laerm_vogel,vogel,0.9970901012420654
laerm_vogel,laerm,0.9882586002349854
laerm_vogel,laerm,0.9974763989448547
laerm_vogel,laerm,0.9900952577590942
laerm_vogel,laerm,0.9945374131202698
laerm_vogel,laerm,0.9945076107978821
laerm_vogel,laerm,0.9965968728065491
laerm_vogel,laerm,0.9973987340927124
laerm_vogel,laerm,0.99595707654953
laerm_vogel,laerm,0.9910730719566345
laerm_vogel,laerm,0.9965448975563049
laerm_vogel,laerm,0.8124780654907227
laerm_vogel,stille,0.6000985503196716
laerm_vogel,laerm,0.35684478282928467
laerm_vogel,natur,0.3642716109752655
laerm_vogel,vogel,0.8500444889068604
laerm_vogel,natur,0.4726914167404175
laerm_vogel,stille,0.39540234208106995
laerm_vogel,stille,0.8893390893936157
laerm_vogel,stille,0.549146294593811
laerm_vogel,vogel,0.6517037153244019
laerm_vogel,laerm,0.9570273756980896
laerm_vogel,stille,0.7157378792762756
laerm_vogel,stille,0.6733470559120178
laerm_vogel,vogel,0.904274582862854
laerm_vogel,vogel,0.4212872087955475
laerm_vogel,laerm,0.9978424310684204
laerm_vogel,laerm,0.9959392547607422
laerm_vogel,laerm,0.6268562078475952
laerm_vogel,laerm,0.9547542333602905
laerm_vogel,natur,0.5927589535713196
laerm_vogel,vogel,0.8107377886772156
laerm_vogel,stille,0.976169228553772
laerm_vogel,stille,0.7189483046531677
natur,stille,0.8863307237625122
natur,natur,0.9954106211662292
natur,natur,0.8774176836013794
natur,laerm,0.6456136107444763
natur,laerm,0.7325602173805237
natur,natur,0.9123846888542175
natur,natur,0.9148766994476318
natur,natur,0.9031826853752136
natur,vogel,0.44842225313186646
natur,natur,0.39676856994628906
natur,vogel,0.6004763245582581
natur,natur,0.9132518172264099
natur,natur,0.4919264316558838
natur,natur,0.9770663380622864
natur,stille,0.8333667516708374
natur,natur,0.8592408895492554
natur,stille,0.9965176582336426
natur,stille,0.9850574135780334
natur,stille,0.9306349754333496
natur,natur,0.774853527545929
natur,laerm,0.9146047830581665
natur,stille,0.8708954453468323
natur,natur,0.6319783329963684
natur,stille,0.9894030094146729
natur,stille,0.575278639793396
natur,laerm,0.7190837860107422
natur,natur,0.8821499347686768
natur,stille,0.9889588356018066
natur,natur,0.9776572585105896
natur,stille,0.9304469227790833
natur,laerm,0.517356812953949
natur,natur,0.9776791334152222
natur,stille,0.7501105070114136
natur,natur,0.9498593807220459
natur,stille,0.9373486042022705
natur,natur,0.45645442605018616
natur,stille,0.53720623254776
natur,stille,0.9655786156654358
natur,stille,0.5864444971084595
natur,natur,0.781842827796936
natur,natur,0.9778745770454407
natur,stille,0.43228650093078613
natur,stille,0.5623226761817932
natur,laerm,0.9981589913368225
natur,stille,0.9839193224906921
natur,vogel,0.4390612244606018
natur,natur,0.357097864151001
natur,vogel,0.4682466983795166
natur,natur,0.9206427931785583
natur,vogel,0.5669389367103577
natur,stille,0.9245918393135071
natur,stille,0.6371511220932007
natur,stille,0.9410232901573181
natur,stille,0.9414383172988892
natur,natur,0.9919390082359314
natur,stille,0.9779388904571533
natur,natur,0.5080840587615967
natur,natur,0.7758809328079224
natur,stille,0.7745612263679504
natur,natur,0.6396284103393555
natur,stille,0.7523706555366516
natur,stille,0.6626161932945251
natur,stille,0.7677187323570251
natur,natur,0.6986997127532959
natur,stille,0.6088372468948364
natur,natur,0.9123063087463379
natur,natur,0.9786645770072937
natur,laerm,0.46700921654701233
natur,laerm,0.7667618989944458
natur,stille,0.9722732305526733
natur,stille,0.9846698045730591
natur,vogel,0.5640122294425964
natur,natur,0.9041670560836792
natur,laerm,0.5360674262046814
natur,stille,0.9035906195640564
natur,stille,0.7041119933128357
natur,natur,0.9396884441375732
natur,natur,0.965343177318573
natur,natur,0.7910155653953552
natur,laerm,0.6399933099746704
natur,natur,0.9765874743461609
natur,stille,0.8161137700080872
natur,stille,0.993461012840271
natur,vogel,0.8582221865653992
natur,laerm,0.6726276278495789
natur,stille,0.9472090005874634
natur,natur,0.4600999653339386
natur,stille,0.8890482187271118
natur,natur,0.9859933853149414
natur,stille,0.9952151775360107
natur,natur,0.9795947670936584
natur,stille,0.8463671207427979
natur,stille,0.9744718074798584
natur,natur,0.8570440411567688
natur,vogel,0.7238144874572754
natur,natur,0.9825851917266846
natur,laerm,0.9731405973434448
natur,natur,0.9897418022155762
natur,stille,0.9935071468353271
natur,natur,0.9724941253662109
natur,stille,0.9931852221488953
natur,laerm,0.7292694449424744
natur,natur,0.9940411448478699
natur,stille,0.9769982695579529
natur,stille,0.808380126953125
natur,natur,0.9724578261375427
natur,stille,0.9828894734382629
natur,stille,0.9598071575164795
natur,stille,0.9959405660629272
natur,stille,0.9958311915397644
natur,vogel,0.5748741626739502
natur,stille,0.8410987854003906
natur,stille,0.9649530649185181
natur,stille,0.8144263029098511
natur,laerm,0.8253452777862549
natur,stille,0.9401988983154297
natur,laerm,0.3478308618068695
natur,laerm,0.47032037377357483
natur,natur,0.9573332667350769
natur,stille,0.989567220211029
natur,laerm,0.9022836685180664
natur,vogel,0.35335826873779297
natur,natur,0.9672053456306458
natur,stille,0.8898500800132751
natur,stille,0.5521398782730103
natur,stille,0.9663563370704651
natur,natur,0.5223426222801208
natur,stille,0.9932550191879272
natur,stille,0.9889129996299744
natur,natur,0.8415780067443848
natur,stille,0.8887391686439514
natur,stille,0.6888049244880676
natur,vogel,0.4031303822994232
natur,laerm,0.8668991923332214
natur,stille,0.909419059753418
natur,laerm,0.3732384443283081
natur,laerm,0.8102386593818665
natur,laerm,0.44856923818588257
natur,stille,0.763903021812439
natur,stille,0.8727737069129944
natur,stille,0.9764358401298523
natur,stille,0.9873610734939575
natur,stille,0.9984519481658936
natur,natur,0.9465369582176208
natur,stille,0.8351631164550781
natur,stille,0.972226083278656
natur,stille,0.9647796154022217
natur,natur,0.5424719452857971
natur,natur,0.8582475781440735
natur,natur,0.9680795669555664
natur,stille,0.3954054117202759
natur,vogel,0.4756256639957428
natur,stille,0.9438428282737732
natur,natur,0.9530614614486694
natur,stille,0.5081800222396851
natur,natur,0.4757620096206665
natur_laerm,laerm,0.9979769587516785
natur_laerm,laerm,0.9940813183784485
natur_laerm,laerm,0.6761807799339294
natur_laerm,laerm,0.9917072653770447
natur_laerm,laerm,0.6729661226272583
natur_laerm,natur,0.5777926445007324
natur_laerm,laerm,0.9948986172676086
natur_laerm,laerm,0.9781865477561951
natur_laerm,laerm,0.9654362797737122
natur_laerm,laerm,0.9952179193496704
natur_laerm,stille,0.8371663689613342
natur_laerm,laerm,0.9953706860542297
natur_laerm,laerm,0.8439481258392334
natur_laerm,laerm,0.9369632005691528
natur_laerm,laerm,0.9974926710128784
natur_laerm,laerm,0.993164598941803
natur_laerm,laerm,0.9919388890266418
natur_laerm,vogel,0.6790765523910522
natur_laerm,laerm,0.9886771440505981
natur_laerm,laerm,0.9883734583854675
natur_laerm,laerm,0.9835820198059082
natur_laerm,laerm,0.4397505819797516
natur_laerm,laerm,0.9852758646011353
natur_laerm,laerm,0.9655067920684814
natur_laerm,laerm,0.9383445382118225
natur_laerm,laerm,0.7367603778839111
natur_laerm,laerm,0.9981614947319031
natur_laerm,vogel,0.6675736308097839
natur_laerm,laerm,0.947575569152832
natur_laerm,stille,0.3316097557544708
natur_laerm,stille,0.7696046829223633
natur_laerm,natur,0.9122722744941711
natur_laerm,stille,0.8862105011940002
natur_laerm,laerm,0.9986640214920044
natur_laerm,laerm,0.7288112044334412
natur_laerm,laerm,0.9509084224700928
natur_laerm,laerm,0.9595291614532471
natur_laerm,stille,0.42539817094802856
natur_laerm,laerm,0.931695282459259
natur_laerm,laerm,0.9940193891525269
natur_laerm,laerm,0.9978322386741638
natur_laerm,laerm,0.9654754996299744
natur_laerm,laerm,0.8268528580665588
natur_laerm,laerm,0.9901077747344971
natur_laerm,stille,0.36694639921188354
natur_laerm,laerm,0.9934738278388977
natur_laerm,laerm,0.9904522895812988
natur_laerm,laerm,0.9979007244110107
natur_laerm,laerm,0.9725008010864258
natur_laerm,laerm,0.9918305277824402
natur_laerm,laerm,0.9855255484580994
natur_laerm,laerm,0.9827679991722107
natur_laerm,laerm,0.9921486377716064
natur_laerm,laerm,0.9916547536849976
natur_laerm,natur,0.6795598268508911
natur_laerm,laerm,0.9856846332550049
natur_laerm,laerm,0.9868655800819397
natur_laerm,laerm,0.9947161078453064
natur_laerm,laerm,0.9914585947990417
natur_laerm,laerm,0.5534892678260803
natur_laerm,laerm,0.9866243600845337
natur_laerm,stille,0.4646311104297638
natur_laerm,laerm,0.5157080888748169
natur_laerm,laerm,0.9245925545692444
natur_laerm,laerm,0.3749261498451233
natur_laerm_vogel,laerm,0.9979115128517151
natur_laerm_vogel,vogel,0.6460391879081726
natur_laerm_vogel,laerm,0.9947556257247925
