epoch,accuracy,loss,val_accuracy,val_loss
0,0.503125011920929,0.6954981684684753,0.515625,0.6903681755065918
1,0.5588541626930237,0.686760663986206,0.578125,0.6850987672805786
2,0.6166666746139526,0.6566441655158997,0.71875,0.6109302043914795
3,0.7130208611488342,0.5655931234359741,0.7578125,0.5036250352859497
4,0.7677083611488342,0.5063031315803528,0.765625,0.5074555277824402
5,0.7708333134651184,0.4820825457572937,0.8359375,0.3893433213233948
6,0.7953125238418579,0.44933420419692993,0.7890625,0.431148499250412
7,0.8151041865348816,0.4181220233440399,0.828125,0.37650585174560547
8,0.8130208253860474,0.42046502232551575,0.875,0.35736146569252014
9,0.8302083611488342,0.3981676995754242,0.84375,0.38543999195098877
10,0.8416666388511658,0.3881573975086212,0.8671875,0.3775111436843872
11,0.8348958492279053,0.3823302686214447,0.8359375,0.39470747113227844
12,0.8447916507720947,0.36460840702056885,0.78125,0.4102691411972046
13,0.8500000238418579,0.36920401453971863,0.828125,0.40404435992240906
14,0.8588541746139526,0.35082942247390747,0.8203125,0.40937724709510803
15,0.8651041388511658,0.33325499296188354,0.875,0.3684551417827606
16,0.8713541626930237,0.31990182399749756,0.8828125,0.31857389211654663
17,0.8786458373069763,0.3177071213722229,0.859375,0.3530462682247162
18,0.8812500238418579,0.31495168805122375,0.828125,0.3828081488609314
19,0.8854166865348816,0.30218997597694397,0.8359375,0.3851022720336914
20,0.8927083611488342,0.28719279170036316,0.8984375,0.2876253128051758
21,0.8890625238418579,0.28182488679885864,0.8984375,0.2903106212615967
22,0.8942708373069763,0.2742922008037567,0.875,0.3057165741920471
23,0.9057291746139526,0.2586759030818939,0.8515625,0.3842017352581024
24,0.8984375,0.2756434679031372,0.859375,0.3693554997444153
25,0.9088541865348816,0.25179973244667053,0.859375,0.39919406175613403
26,0.9098958373069763,0.2502285838127136,0.875,0.2986586093902588
27,0.9156249761581421,0.23102083802223206,0.859375,0.38095757365226746
28,0.9135416746139526,0.23885339498519897,0.890625,0.3441397249698639
29,0.9197916388511658,0.2278730571269989,0.859375,0.35603246092796326
30,0.918749988079071,0.22281783819198608,0.890625,0.2771091163158417
31,0.9223958253860474,0.21639198064804077,0.8984375,0.30120569467544556
32,0.921875,0.21577580273151398,0.8671875,0.34505853056907654
33,0.9208333492279053,0.21506720781326294,0.8828125,0.37027302384376526
34,0.9354166388511658,0.19254504144191742,0.90625,0.2821773290634155
35,0.9286458492279053,0.19635207951068878,0.8828125,0.33327099680900574
36,0.9333333373069763,0.18749240040779114,0.875,0.3289332985877991
37,0.942187488079071,0.18026003241539001,0.8828125,0.3575034439563751
38,0.9401041865348816,0.17938579618930817,0.9140625,0.32934892177581787
39,0.9411458373069763,0.16821549832820892,0.875,0.3392776548862457
