epoch,accuracy,loss,val_accuracy,val_loss
0,0.6392045617103577,0.6538819670677185,0.640625,0.6552855372428894
1,0.6505681872367859,0.6510213017463684,0.6328125,0.6586354970932007
2,0.6498579382896423,0.6467248797416687,0.65234375,0.6375391483306885
3,0.6683238744735718,0.6262139081954956,0.640625,0.6211007833480835
4,0.7318891882896423,0.5727996230125427,0.7265625,0.5273466110229492
5,0.7894176244735718,0.4767798185348511,0.82421875,0.4373997449874878
6,0.8277698755264282,0.4153154492378235,0.82421875,0.3960134983062744
7,0.8405539989471436,0.3950888514518738,0.85546875,0.3966374397277832
8,0.8441051244735718,0.3884827792644501,0.84375,0.3928070068359375
9,0.8416193127632141,0.39093539118766785,0.83984375,0.39734721183776855
10,0.8487215638160706,0.37640440464019775,0.82421875,0.40912747383117676
11,0.8625710010528564,0.35939252376556396,0.8359375,0.39210212230682373
12,0.8661221861839294,0.3481682538986206,0.83984375,0.37855398654937744
13,0.8732244372367859,0.33079293370246887,0.84765625,0.3759579658508301
14,0.875,0.3269328773021698,0.87109375,0.35197779536247253
15,0.8824573755264282,0.31899788975715637,0.86328125,0.3731429874897003
16,0.8852983117103577,0.30752047896385193,0.890625,0.31781744956970215
17,0.8888494372367859,0.2925770580768585,0.890625,0.31756407022476196
18,0.8931108117103577,0.2820586860179901,0.875,0.33202993869781494
19,0.9012784361839294,0.2809770405292511,0.88671875,0.289803683757782
20,0.8938210010528564,0.2808552086353302,0.8671875,0.3394756317138672
21,0.8963068127632141,0.27345341444015503,0.89453125,0.2976152300834656
22,0.9112215638160706,0.2506340742111206,0.88671875,0.3195120692253113
23,0.9144176244735718,0.25222161412239075,0.87890625,0.30591094493865967
24,0.9094460010528564,0.24730977416038513,0.8984375,0.2687731683254242
25,0.9105113744735718,0.24195270240306854,0.8984375,0.28800472617149353
26,0.9158380627632141,0.23797284066677094,0.890625,0.2767639756202698
27,0.9147727489471436,0.2395130693912506,0.89453125,0.30388814210891724
28,0.9137073755264282,0.23549114167690277,0.890625,0.2928701341152191
29,0.9200994372367859,0.23220187425613403,0.8984375,0.2863919734954834
