epoch,accuracy,loss,val_accuracy,val_loss
0,0.6480823755264282,0.6511597037315369,0.62890625,0.6586942076683044
1,0.6512784361839294,0.6412851810455322,0.640625,0.6386395692825317
2,0.6946022510528564,0.6003533601760864,0.69921875,0.5764498710632324
3,0.8039772510528564,0.47532472014427185,0.828125,0.4304053783416748
4,0.8426846861839294,0.39331215620040894,0.81640625,0.4265555739402771
5,0.8583096861839294,0.3638339042663574,0.8515625,0.39830344915390015
6,0.8654119372367859,0.34559279680252075,0.86328125,0.3430177569389343
7,0.8746448755264282,0.3401905298233032,0.83203125,0.3949004113674164
8,0.8828125,0.3238118290901184,0.875,0.36554309725761414
9,0.8824573755264282,0.31005915999412537,0.8671875,0.36922550201416016
10,0.8870738744735718,0.3105546236038208,0.8828125,0.31744977831840515
11,0.8959516882896423,0.2962406873703003,0.87109375,0.32740524411201477
12,0.8948863744735718,0.28374603390693665,0.875,0.3502442538738251
13,0.9002130627632141,0.27787113189697266,0.87109375,0.3270357549190521
14,0.9037641882896423,0.26520201563835144,0.87109375,0.3292314112186432
15,0.9069602489471436,0.2622232139110565,0.875,0.32441246509552
16,0.9112215638160706,0.25396373867988586,0.87890625,0.34846192598342896
17,0.9133522510528564,0.25091734528541565,0.90234375,0.2793782949447632
18,0.9197443127632141,0.23211663961410522,0.89453125,0.31694498658180237
19,0.921875,0.22906450927257538,0.90234375,0.30031925439834595
20,0.9215198755264282,0.22542423009872437,0.8984375,0.3002663552761078
21,0.9254261255264282,0.21879534423351288,0.8984375,0.29007643461227417
22,0.9264914989471436,0.21594563126564026,0.890625,0.30225056409835815
23,0.9282670617103577,0.20297469198703766,0.89453125,0.29113656282424927
24,0.9321733117103577,0.19970884919166565,0.90625,0.2692570388317108
25,0.9339488744735718,0.19394712150096893,0.90234375,0.2711614966392517
26,0.9424715638160706,0.1794489622116089,0.8984375,0.3282385468482971
27,0.9357244372367859,0.18278183043003082,0.8984375,0.2821870744228363
28,0.9382102489471436,0.18160727620124817,0.88671875,0.33078622817993164
29,0.9375,0.17949289083480835,0.890625,0.2895410358905792
