epoch,accuracy,loss,val_accuracy,val_loss
0,0.6448863744735718,0.6448509693145752,0.7890625,0.5146406888961792
1,0.8125,0.44847211241722107,0.79296875,0.4538049101829529
2,0.8508522510528564,0.3741104006767273,0.8671875,0.31422698497772217
3,0.8579545617103577,0.35542768239974976,0.85546875,0.3136197626590729
4,0.8583096861839294,0.3373212516307831,0.859375,0.2902088463306427
5,0.8757102489471436,0.31064197421073914,0.88671875,0.3090735673904419
6,0.8796164989471436,0.2971786856651306,0.88671875,0.2476898729801178
7,0.8721590638160706,0.29181456565856934,0.8671875,0.2527780830860138
8,0.8884943127632141,0.2751652002334595,0.875,0.24596746265888214
9,0.8902698755264282,0.26830360293388367,0.921875,0.2114182710647583
10,0.8913352489471436,0.262736052274704,0.8984375,0.23720763623714447
11,0.9026988744735718,0.24853481352329254,0.90234375,0.21136988699436188
12,0.9009233117103577,0.24545632302761078,0.86328125,0.2537917494773865
13,0.9034090638160706,0.24206727743148804,0.91015625,0.2358301877975464
14,0.9037641882896423,0.2427779734134674,0.93359375,0.19184651970863342
15,0.9133522510528564,0.23070500791072845,0.94140625,0.20481857657432556
16,0.9126420617103577,0.23195253312587738,0.93359375,0.19509771466255188
17,0.9133522510528564,0.22905030846595764,0.91796875,0.1901271641254425
18,0.9183238744735718,0.22349439561367035,0.9296875,0.1949768215417862
19,0.9151278138160706,0.2134554535150528,0.9140625,0.2188006192445755
20,0.9158380627632141,0.21728716790676117,0.8984375,0.20124293863773346
21,0.9183238744735718,0.21267069876194,0.91015625,0.19467946887016296
22,0.9222301244735718,0.2050701528787613,0.92578125,0.17889919877052307
23,0.9190340638160706,0.19961494207382202,0.9375,0.16976353526115417
24,0.9229403138160706,0.20176395773887634,0.92578125,0.18076667189598083
25,0.9261363744735718,0.1964712142944336,0.93359375,0.17238260805606842
26,0.9197443127632141,0.1985539048910141,0.91015625,0.19195643067359924
27,0.9222301244735718,0.20132684707641602,0.921875,0.19294339418411255
28,0.9286221861839294,0.19570404291152954,0.91796875,0.2104875147342682
29,0.9268465638160706,0.19161935150623322,0.92578125,0.18406055867671967
30,0.9296875,0.18522819876670837,0.9375,0.1819387525320053
31,0.9311079382896423,0.18263868987560272,0.921875,0.19449621438980103
32,0.9303977489471436,0.18432173132896423,0.92578125,0.1718275249004364
33,0.9360795617103577,0.1779519021511078,0.9140625,0.20362360775470734
34,0.9367897510528564,0.17136543989181519,0.9296875,0.18327820301055908
35,0.9321733117103577,0.1759789139032364,0.9140625,0.18997997045516968
36,0.9364346861839294,0.16497685015201569,0.92578125,0.19632643461227417
37,0.9343039989471436,0.17045384645462036,0.93359375,0.17367208003997803
38,0.9353693127632141,0.16717523336410522,0.92578125,0.17682747542858124
39,0.9389204382896423,0.15718834102153778,0.92578125,0.1753176599740982
40,0.9378551244735718,0.16295482218265533,0.90625,0.18462832272052765
41,0.9435369372367859,0.1606704294681549,0.93359375,0.1666499823331833
42,0.9406960010528564,0.15734760463237762,0.94140625,0.16891857981681824
43,0.9389204382896423,0.1572234183549881,0.91796875,0.1531534194946289
44,0.9467329382896423,0.15310168266296387,0.92578125,0.20318153500556946
45,0.9474431872367859,0.14819787442684174,0.9375,0.18151749670505524
46,0.9456676244735718,0.14699310064315796,0.921875,0.18073874711990356
47,0.9477983117103577,0.14246626198291779,0.9296875,0.17827805876731873
48,0.9453125,0.15135492384433746,0.8984375,0.2016434669494629
49,0.9460227489471436,0.13883230090141296,0.93359375,0.16535642743110657
