epoch,accuracy,loss,val_accuracy,val_loss
0,0.5132211446762085,0.695747971534729,0.484375,0.6898472905158997
1,0.5324519276618958,0.6907296776771545,0.640625,0.6813416481018066
2,0.6069711446762085,0.6752815246582031,0.515625,0.66762775182724
3,0.5997596383094788,0.6537725925445557,0.671875,0.6170382499694824
4,0.6237980723381042,0.6362577080726624,0.71875,0.6017060875892639
5,0.661057710647583,0.5941125154495239,0.78125,0.5707910060882568
6,0.6875,0.5793792009353638,0.671875,0.5806313753128052
7,0.6694711446762085,0.5791583061218262,0.59375,0.6152380704879761
8,0.6802884340286255,0.5821375250816345,0.6875,0.5697702765464783
9,0.7007211446762085,0.5653285980224609,0.703125,0.5868889093399048
10,0.698317289352417,0.5648603439331055,0.765625,0.5300474166870117
11,0.7043269276618958,0.5597167015075684,0.6875,0.5587754249572754
12,0.723557710647583,0.5489072203636169,0.71875,0.5585434436798096
13,0.7163461446762085,0.5463440418243408,0.734375,0.5178871750831604
14,0.723557710647583,0.5323463082313538,0.734375,0.5346732139587402
15,0.7319711446762085,0.530613124370575,0.78125,0.46335408091545105
16,0.7536057829856873,0.5212388038635254,0.71875,0.5516216158866882
17,0.7319711446762085,0.5491325855255127,0.734375,0.538915753364563
18,0.7427884340286255,0.5139895081520081,0.78125,0.5208229422569275
19,0.7512019276618958,0.5146887302398682,0.765625,0.5222849249839783
20,0.7584134340286255,0.5088889002799988,0.78125,0.46557286381721497
21,0.7596153616905212,0.5066154599189758,0.71875,0.5272733569145203
22,0.7439903616905212,0.5184365510940552,0.75,0.525659441947937
23,0.7788461446762085,0.49160081148147583,0.796875,0.49916934967041016
24,0.770432710647583,0.5004358887672424,0.828125,0.46117469668388367
25,0.7680288553237915,0.5034326314926147,0.734375,0.5918633937835693
26,0.78125,0.4742780923843384,0.84375,0.46742862462997437
27,0.7632211446762085,0.49256059527397156,0.828125,0.4757574796676636
28,0.7896634340286255,0.4688911736011505,0.78125,0.49619197845458984
29,0.7824519276618958,0.47732940316200256,0.8125,0.5047460198402405
30,0.796875,0.46722713112831116,0.8125,0.4839957058429718
31,0.7848557829856873,0.4767366051673889,0.765625,0.5318788886070251
32,0.8004807829856873,0.4494584798812866,0.765625,0.5551750659942627
33,0.7896634340286255,0.4645465314388275,0.765625,0.5824925899505615
34,0.7908653616905212,0.4383559823036194,0.796875,0.545202374458313
35,0.7980769276618958,0.4385792315006256,0.875,0.3862116038799286
36,0.8004807829856873,0.4400325119495392,0.84375,0.43004024028778076
37,0.7908653616905212,0.4591171145439148,0.859375,0.45624303817749023
38,0.8112980723381042,0.43645399808883667,0.796875,0.47863978147506714
39,0.8125,0.4279975891113281,0.78125,0.5410199165344238
40,0.8245192170143127,0.4245262145996094,0.84375,0.4347933530807495
41,0.8257211446762085,0.41304510831832886,0.84375,0.49046263098716736
42,0.823317289352417,0.4038211703300476,0.8125,0.473143607378006
43,0.817307710647583,0.4208061099052429,0.734375,0.5723315477371216
44,0.8137019276618958,0.4146968722343445,0.8125,0.457172691822052
45,0.8293269276618958,0.3968973755836487,0.71875,0.5170449614524841
46,0.8209134340286255,0.4058418571949005,0.828125,0.44391828775405884
47,0.8197115659713745,0.3912382125854492,0.8125,0.47900429368019104
48,0.8257211446762085,0.40364181995391846,0.8125,0.5089898705482483
49,0.8377403616905212,0.38419538736343384,0.828125,0.46633344888687134
